Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2016/11/20,11:55PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,13.3C,241.6V,14.309kWh,744W,
2016/11/20,11:50PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,13.7C,241.8V,14.247kWh,720W,
2016/11/20,11:45PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,13.7C,241.3V,14.187kWh,696W,
2016/11/20,11:40PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,13.8C,241.8V,14.129kWh,624W,
2016/11/20,11:35PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,13.8C,242.6V,14.077kWh,600W,
2016/11/20,11:30PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,14.4C,242.4V,14.027kWh,672W,
2016/11/20,11:25PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,14.4C,242.5V,13.971kWh,744W,
2016/11/20,11:20PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,14.9C,242.6V,13.909kWh,744W,
2016/11/20,11:15PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,14.9C,242.2V,13.847kWh,768W,
2016/11/20,11:10PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,14.9C,244.7V,13.783kWh,720W,
2016/11/20,11:05PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,14.9C,243.4V,13.723kWh,480W,
2016/11/20,11:00PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,14.7C,242.4V,13.683kWh,456W,
2016/11/20,10:55PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,14.7C,242.9V,13.645kWh,600W,
2016/11/20,10:50PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,15.5C,242.0V,13.595kWh,816W,
2016/11/20,10:45PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,15.5C,240.5V,13.527kWh,"1,368W",
2016/11/20,10:40PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,15.5C,241.7V,13.413kWh,"1,680W",
2016/11/20,10:35PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,15.3C,241.2V,13.273kWh,792W,
2016/11/20,10:30PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,15.9C,240.7V,13.207kWh,720W,
2016/11/20,10:25PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,15.9C,240.1V,13.147kWh,792W,
2016/11/20,10:20PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,15.9C,242.0V,13.081kWh,960W,
2016/11/20,10:15PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,16.4C,243.6V,13.001kWh,"1,104W",
2016/11/20,10:10PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,16.4C,243.2V,12.909kWh,"1,104W",
2016/11/20,10:05PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,16.6C,246.1V,12.817kWh,960W,
2016/11/20,10:00PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,16.6C,243.8V,12.737kWh,912W,
2016/11/20,9:55PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,16.6C,243.5V,12.661kWh,984W,
2016/11/20,9:50PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,16.6C,243.8V,12.579kWh,"1,080W",
2016/11/20,9:45PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,16.7C,242.4V,12.489kWh,840W,
2016/11/20,9:40PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,16.7C,244.7V,12.419kWh,888W,
2016/11/20,9:35PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,17.1C,244.7V,12.345kWh,"1,104W",
2016/11/20,9:30PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,17.1C,244.2V,12.253kWh,"1,128W",
2016/11/20,9:25PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,17.1C,243.9V,12.159kWh,"1,080W",
2016/11/20,9:20PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,17.2C,243.1V,12.069kWh,"1,104W",
2016/11/20,9:15PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,17.2C,241.7V,11.977kWh,"1,152W",
2016/11/20,9:10PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,17.2C,242.2V,11.881kWh,984W,
2016/11/20,9:05PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,17.2C,241.1V,11.799kWh,960W,
2016/11/20,9:00PM,128.558kWh,3.878kWh/kW,0W,0W,0.000kW/kW,17.3C,241.5V,11.719kWh,"1,080W",
