Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2023/11/20,11:55PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,-,243.9V,16.279kWh,720W,
2023/11/20,11:50PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,13.8C,244.9V,16.219kWh,744W,
2023/11/20,11:45PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,13.8C,244.6V,16.157kWh,696W,
2023/11/20,11:40PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,13.8C,244.3V,16.099kWh,744W,
2023/11/20,11:35PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,13.8C,243.9V,16.037kWh,552W,
2023/11/20,11:30PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,13.8C,244.1V,15.991kWh,408W,
2023/11/20,11:25PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,13.9C,244.2V,15.957kWh,456W,
2023/11/20,11:20PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,13.9C,243.9V,15.919kWh,480W,
2023/11/20,11:15PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,13.9C,243.6V,15.879kWh,528W,
2023/11/20,11:10PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,13.9C,244.4V,15.835kWh,576W,
2023/11/20,11:05PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.0C,243.5V,15.787kWh,"1,176W",
2023/11/20,11:00PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.0C,241.8V,15.689kWh,"2,856W",
2023/11/20,10:55PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.4C,242.5V,15.451kWh,"2,952W",
2023/11/20,10:50PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.4C,242.4V,15.205kWh,"2,952W",
2023/11/20,10:45PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.5C,242.6V,14.959kWh,912W,
2023/11/20,10:40PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.5C,242.8V,14.883kWh,816W,
2023/11/20,10:35PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.5C,242.1V,14.815kWh,768W,
2023/11/20,10:30PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.5C,242.6V,14.751kWh,984W,
2023/11/20,10:25PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.6C,243.1V,14.669kWh,"1,296W",
2023/11/20,10:20PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.6C,242.7V,14.561kWh,"1,296W",
2023/11/20,10:15PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.9C,242.1V,14.453kWh,"1,248W",
2023/11/20,10:10PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,14.9C,241.3V,14.349kWh,768W,
2023/11/20,10:05PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.2C,241.6V,14.285kWh,672W,
2023/11/20,10:00PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.2C,242.1V,14.229kWh,672W,
2023/11/20,9:55PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.2C,242.3V,14.173kWh,"2,736W",
2023/11/20,9:50PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.5C,239.8V,13.945kWh,"5,016W",
2023/11/20,9:45PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.5C,239.0V,13.527kWh,"4,200W",
2023/11/20,9:40PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.6C,241.0V,13.177kWh,"2,280W",
2023/11/20,9:35PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.6C,242.2V,12.987kWh,"1,440W",
2023/11/20,9:30PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.8C,242.3V,12.867kWh,"1,944W",
2023/11/20,9:25PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.8C,242.9V,12.705kWh,"1,512W",
2023/11/20,9:20PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.7C,242.8V,12.579kWh,"2,016W",
2023/11/20,9:15PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.7C,242.2V,12.411kWh,"2,808W",
2023/11/20,9:10PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.9C,240.2V,12.177kWh,"3,792W",
2023/11/20,9:05PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,15.9C,240.7V,11.861kWh,"2,616W",
2023/11/20,9:00PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,16.1C,243.9V,11.643kWh,"1,848W",
2023/11/20,8:55PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,16.1C,243.6V,11.489kWh,576W,
2023/11/20,8:50PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,16.3C,243.0V,11.441kWh,480W,
2023/11/20,8:45PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,16.3C,241.3V,11.401kWh,600W,
2023/11/20,8:40PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,16.3C,241.6V,11.351kWh,672W,
2023/11/20,8:35PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,16.3C,241.5V,11.295kWh,696W,
2023/11/20,8:30PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,16.6C,242.4V,11.237kWh,696W,
2023/11/20,8:25PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,16.6C,242.1V,11.179kWh,744W,
2023/11/20,8:20PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,17.1C,241.3V,11.117kWh,600W,
2023/11/20,8:15PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,17.1C,240.6V,11.067kWh,624W,
2023/11/20,8:10PM,82.799kWh,2.498kWh/kW,0W,0W,0.000kW/kW,17.1C,240.5V,11.015kWh,480W,
2023/11/20,8:05PM,82.799kWh,2.498kWh/kW,12W,12W,0.000kW/kW,17.1C,241.0V,10.975kWh,588W,
2023/11/20,8:00PM,82.798kWh,2.498kWh/kW,12W,12W,0.000kW/kW,17.4C,240.5V,10.926kWh,564W,
2023/11/20,7:55PM,82.797kWh,2.498kWh/kW,12W,12W,0.000kW/kW,17.2C,241.5V,10.879kWh,588W,
2023/11/20,7:50PM,82.796kWh,2.498kWh/kW,84W,72W,0.002kW/kW,17.2C,241.7V,10.830kWh,516W,
2023/11/20,7:45PM,82.790kWh,2.497kWh/kW,168W,168W,0.005kW/kW,18.0C,241.5V,10.787kWh,552W,
2023/11/20,7:40PM,82.776kWh,2.497kWh/kW,300W,300W,0.009kW/kW,18.0C,241.0V,10.741kWh,444W,
2023/11/20,7:35PM,82.751kWh,2.496kWh/kW,456W,456W,0.014kW/kW,18.0C,240.7V,10.704kWh,528W,
2023/11/20,7:30PM,82.713kWh,2.495kWh/kW,492W,492W,0.015kW/kW,18.4C,241.7V,10.660kWh,564W,
2023/11/20,7:25PM,82.672kWh,2.494kWh/kW,540W,540W,0.016kW/kW,18.4C,243.6V,10.613kWh,732W,
2023/11/20,7:20PM,82.627kWh,2.493kWh/kW,696W,696W,0.021kW/kW,18.4C,242.5V,10.552kWh,696W,
2023/11/20,7:15PM,82.569kWh,2.491kWh/kW,768W,768W,0.023kW/kW,18.8C,243.3V,10.494kWh,696W,
2023/11/20,7:10PM,82.505kWh,2.489kWh/kW,780W,768W,0.023kW/kW,18.8C,243.0V,10.436kWh,732W,
2023/11/20,7:05PM,82.441kWh,2.487kWh/kW,924W,924W,0.028kW/kW,19.1C,242.7V,10.375kWh,588W,
2023/11/20,7:00PM,82.364kWh,2.485kWh/kW,"1,116W","1,104W",0.033kW/kW,19.1C,242.8V,10.326kWh,540W,
2023/11/20,6:55PM,82.272kWh,2.482kWh/kW,"4,152W","4,152W",0.125kW/kW,19.0C,241.4V,10.281kWh,456W,
2023/11/20,6:50PM,81.926kWh,2.471kWh/kW,"5,220W","5,220W",0.157kW/kW,19.0C,242.2V,10.243kWh,372W,
2023/11/20,6:45PM,81.491kWh,2.458kWh/kW,"5,868W","5,880W",0.177kW/kW,19.0C,242.3V,10.212kWh,396W,
2023/11/20,6:40PM,81.001kWh,2.443kWh/kW,"6,072W","6,072W",0.183kW/kW,19.2C,241.7V,10.179kWh,408W,
2023/11/20,6:35PM,80.495kWh,2.428kWh/kW,"4,080W","4,080W",0.123kW/kW,19.2C,243.2V,10.145kWh,624W,
2023/11/20,6:30PM,80.155kWh,2.418kWh/kW,"5,292W","5,280W",0.159kW/kW,19.6C,243.0V,10.093kWh,684W,
2023/11/20,6:25PM,79.715kWh,2.405kWh/kW,"8,772W","8,760W",0.264kW/kW,19.6C,244.3V,10.036kWh,564W,
2023/11/20,6:20PM,78.985kWh,2.383kWh/kW,"6,624W","6,624W",0.200kW/kW,19.8C,244.6V,9.989kWh,816W,
2023/11/20,6:15PM,78.433kWh,2.366kWh/kW,"4,092W","4,092W",0.123kW/kW,19.8C,244.2V,9.921kWh,684W,
2023/11/20,6:10PM,78.092kWh,2.356kWh/kW,"4,356W","4,356W",0.131kW/kW,19.8C,244.0V,9.864kWh,756W,
2023/11/20,6:05PM,77.729kWh,2.345kWh/kW,"2,976W","2,976W",0.090kW/kW,19.8C,243.5V,9.801kWh,768W,
2023/11/20,6:00PM,77.481kWh,2.337kWh/kW,"2,484W","2,484W",0.075kW/kW,19.3C,242.3V,9.737kWh,564W,
2023/11/20,5:55PM,77.274kWh,2.331kWh/kW,"1,740W","1,740W",0.052kW/kW,19.3C,243.3V,9.690kWh,492W,
2023/11/20,5:50PM,77.129kWh,2.327kWh/kW,"1,872W","1,872W",0.056kW/kW,19.4C,242.2V,9.649kWh,432W,
2023/11/20,5:45PM,76.973kWh,2.322kWh/kW,"2,508W","2,508W",0.076kW/kW,19.0C,242.5V,9.613kWh,636W,
2023/11/20,5:40PM,76.764kWh,2.316kWh/kW,"3,948W","3,948W",0.119kW/kW,19.0C,242.3V,9.560kWh,444W,
2023/11/20,5:35PM,76.435kWh,2.306kWh/kW,"10,536W","10,536W",0.318kW/kW,19.0C,244.2V,9.523kWh,456W,
2023/11/20,5:30PM,75.557kWh,2.279kWh/kW,"11,220W","11,208W",0.338kW/kW,19.4C,244.4V,9.485kWh,324W,
2023/11/20,5:25PM,74.623kWh,2.251kWh/kW,"8,052W","8,052W",0.243kW/kW,19.4C,245.3V,9.458kWh,516W,
2023/11/20,5:20PM,73.952kWh,2.231kWh/kW,"3,888W","3,900W",0.118kW/kW,19.4C,242.9V,9.415kWh,720W,
2023/11/20,5:15PM,73.627kWh,2.221kWh/kW,"3,468W","3,456W",0.104kW/kW,19.4C,241.7V,9.355kWh,588W,
2023/11/20,5:10PM,73.339kWh,2.212kWh/kW,"2,904W","2,916W",0.088kW/kW,19.4C,242.1V,9.306kWh,648W,
2023/11/20,5:05PM,73.096kWh,2.205kWh/kW,"4,272W","4,260W",0.129kW/kW,19.4C,242.1V,9.252kWh,576W,
2023/11/20,5:00PM,72.741kWh,2.194kWh/kW,"4,248W","4,248W",0.128kW/kW,19.5C,242.2V,9.204kWh,504W,
2023/11/20,4:55PM,72.387kWh,2.184kWh/kW,"8,676W","8,676W",0.262kW/kW,19.5C,243.2V,9.162kWh,324W,
2023/11/20,4:50PM,71.664kWh,2.162kWh/kW,"5,604W","5,604W",0.169kW/kW,18.0C,244.2V,9.135kWh,324W,
2023/11/20,4:45PM,71.197kWh,2.148kWh/kW,"7,692W","7,692W",0.232kW/kW,18.0C,243.1V,9.108kWh,492W,
2023/11/20,4:40PM,70.556kWh,2.128kWh/kW,"7,128W","7,128W",0.215kW/kW,18.0C,244.9V,9.067kWh,264W,
