Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2026/11/20,11:55PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,-,239.8V,23.204kWh,576W,
2026/11/20,11:50PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,15.9C,240.1V,23.156kWh,744W,
2026/11/20,11:45PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,15.9C,240.8V,23.094kWh,624W,
2026/11/20,11:40PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,15.9C,239.8V,23.042kWh,648W,
2026/11/20,11:35PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,15.9C,239.9V,22.988kWh,744W,
2026/11/20,11:30PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,15.9C,240.2V,22.926kWh,768W,
2026/11/20,11:25PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.0C,240.1V,22.862kWh,720W,
2026/11/20,11:20PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.0C,241.2V,22.802kWh,600W,
2026/11/20,11:15PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.0C,242.4V,22.752kWh,600W,
2026/11/20,11:10PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.0C,242.4V,22.702kWh,600W,
2026/11/20,11:05PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.2C,241.9V,22.652kWh,576W,
2026/11/20,11:00PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.2C,242.3V,22.604kWh,456W,
2026/11/20,10:55PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.4C,240.9V,22.566kWh,480W,
2026/11/20,10:50PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.4C,242.7V,22.526kWh,744W,
2026/11/20,10:45PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,242.1V,22.464kWh,768W,
2026/11/20,10:40PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,242.0V,22.400kWh,744W,
2026/11/20,10:35PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,242.0V,22.338kWh,792W,
2026/11/20,10:30PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,241.6V,22.272kWh,792W,
2026/11/20,10:25PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,241.7V,22.206kWh,816W,
2026/11/20,10:20PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,241.2V,22.138kWh,840W,
2026/11/20,10:15PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,241.5V,22.068kWh,888W,
2026/11/20,10:10PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,242.6V,21.994kWh,"1,008W",
2026/11/20,10:05PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,241.4V,21.910kWh,984W,
2026/11/20,10:00PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.6C,243.4V,21.828kWh,"1,032W",
2026/11/20,9:55PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.7C,242.5V,21.742kWh,"1,008W",
2026/11/20,9:50PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.7C,244.1V,21.658kWh,"1,008W",
2026/11/20,9:45PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.9C,243.2V,21.574kWh,"1,008W",
2026/11/20,9:40PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,16.9C,243.9V,21.490kWh,"1,104W",
2026/11/20,9:35PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,17.2C,241.1V,21.398kWh,"1,152W",
2026/11/20,9:30PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,17.7C,239.5V,21.302kWh,"1,152W",
2026/11/20,9:25PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,17.7C,238.1V,21.206kWh,"1,176W",
2026/11/20,9:20PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,17.7C,240.6V,21.108kWh,"1,200W",
2026/11/20,9:15PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,17.8C,241.1V,21.008kWh,"1,176W",
2026/11/20,9:10PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,17.8C,240.0V,20.910kWh,"1,200W",
2026/11/20,9:05PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,17.8C,241.2V,20.810kWh,"1,008W",
2026/11/20,9:00PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,18.3C,240.4V,20.726kWh,960W,
2026/11/20,8:55PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,18.3C,239.2V,20.646kWh,960W,
2026/11/20,8:50PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,18.3C,239.1V,20.566kWh,816W,
2026/11/20,8:45PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,18.5C,238.6V,20.498kWh,552W,
2026/11/20,8:40PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,18.5C,236.8V,20.452kWh,528W,
2026/11/20,8:35PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,19.6C,237.5V,20.408kWh,576W,
2026/11/20,8:30PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,19.6C,238.2V,20.360kWh,744W,
2026/11/20,8:25PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,19.6C,240.5V,20.298kWh,768W,
2026/11/20,8:20PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,19.7C,240.3V,20.234kWh,696W,
2026/11/20,8:15PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,19.9C,239.9V,20.176kWh,768W,
2026/11/20,8:10PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,20.2C,240.2V,20.112kWh,792W,
2026/11/20,8:05PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,20.2C,239.3V,20.046kWh,792W,
2026/11/20,8:00PM,204.596kWh,6.172kWh/kW,0W,0W,0.000kW/kW,20.2C,239.2V,19.980kWh,"4,824W",
2026/11/20,7:55PM,204.596kWh,6.172kWh/kW,24W,24W,0.001kW/kW,21.6C,240.1V,19.578kWh,"5,424W",
2026/11/20,7:50PM,204.594kWh,6.172kWh/kW,108W,108W,0.003kW/kW,21.6C,239.6V,19.126kWh,"5,388W",
2026/11/20,7:45PM,204.585kWh,6.171kWh/kW,240W,240W,0.007kW/kW,21.6C,240.1V,18.677kWh,"5,424W",
2026/11/20,7:40PM,204.565kWh,6.171kWh/kW,480W,468W,0.014kW/kW,21.9C,239.4V,18.225kWh,"5,400W",
2026/11/20,7:35PM,204.526kWh,6.170kWh/kW,780W,780W,0.024kW/kW,21.9C,243.6V,17.775kWh,"5,484W",
2026/11/20,7:30PM,204.461kWh,6.168kWh/kW,"1,176W","1,176W",0.035kW/kW,24.0C,242.1V,17.318kWh,"5,544W",
2026/11/20,7:25PM,204.363kWh,6.165kWh/kW,"1,260W","1,260W",0.038kW/kW,24.0C,242.1V,16.856kWh,"5,652W",
2026/11/20,7:20PM,204.258kWh,6.162kWh/kW,"2,184W","2,184W",0.066kW/kW,22.8C,240.8V,16.385kWh,"5,664W",
2026/11/20,7:15PM,204.076kWh,6.156kWh/kW,"2,496W","2,484W",0.075kW/kW,24.3C,241.5V,15.913kWh,"5,736W",
2026/11/20,7:10PM,203.869kWh,6.150kWh/kW,"2,676W","2,676W",0.081kW/kW,24.3C,241.9V,15.435kWh,"5,796W",
2026/11/20,7:05PM,203.646kWh,6.143kWh/kW,"1,188W","1,200W",0.036kW/kW,24.3C,241.8V,14.952kWh,"5,748W",
2026/11/20,7:00PM,203.546kWh,6.140kWh/kW,"1,056W","1,044W",0.031kW/kW,24.8C,242.1V,14.473kWh,"5,904W",
2026/11/20,6:55PM,203.459kWh,6.138kWh/kW,"1,080W","1,080W",0.033kW/kW,30.0C,243.4V,13.981kWh,"6,000W",
2026/11/20,6:50PM,203.369kWh,6.135kWh/kW,"1,368W","1,356W",0.041kW/kW,30.0C,242.9V,13.481kWh,"5,880W",
2026/11/20,6:45PM,203.256kWh,6.131kWh/kW,"1,476W","1,476W",0.045kW/kW,30.0C,242.0V,12.991kWh,"5,844W",
2026/11/20,6:40PM,203.133kWh,6.128kWh/kW,"3,516W","3,528W",0.106kW/kW,30.0C,240.3V,12.504kWh,"5,796W",
2026/11/20,6:35PM,202.839kWh,6.119kWh/kW,"5,856W","5,856W",0.177kW/kW,29.0C,242.4V,12.021kWh,"5,808W",
2026/11/20,6:30PM,202.351kWh,6.104kWh/kW,"7,896W","7,896W",0.238kW/kW,29.0C,243.3V,11.537kWh,"5,880W",
2026/11/20,6:25PM,201.693kWh,6.084kWh/kW,"3,144W","3,132W",0.094kW/kW,29.0C,243.7V,11.047kWh,"5,808W",
2026/11/20,6:20PM,201.432kWh,6.076kWh/kW,"1,812W","1,812W",0.055kW/kW,29.3C,240.6V,10.563kWh,"6,036W",
2026/11/20,6:15PM,201.281kWh,6.072kWh/kW,"1,692W","1,704W",0.051kW/kW,29.3C,239.7V,10.060kWh,"5,988W",
2026/11/20,6:10PM,201.139kWh,6.068kWh/kW,"2,532W","2,532W",0.076kW/kW,29.3C,238.5V,9.561kWh,"6,084W",
2026/11/20,6:05PM,200.928kWh,6.061kWh/kW,"6,720W","6,720W",0.203kW/kW,29.3C,236.8V,9.054kWh,"3,384W",
2026/11/20,6:00PM,200.368kWh,6.044kWh/kW,"6,408W","6,396W",0.193kW/kW,29.1C,239.2V,8.772kWh,504W,
2026/11/20,5:55PM,199.835kWh,6.028kWh/kW,"8,292W","8,292W",0.250kW/kW,29.3C,243.7V,8.730kWh,516W,
2026/11/20,5:50PM,199.144kWh,6.007kWh/kW,"8,592W","8,592W",0.259kW/kW,29.3C,244.4V,8.687kWh,672W,
2026/11/20,5:45PM,198.428kWh,5.986kWh/kW,"3,816W","3,804W",0.115kW/kW,29.4C,239.3V,8.631kWh,552W,
2026/11/20,5:40PM,198.111kWh,5.976kWh/kW,"2,676W","2,676W",0.081kW/kW,29.4C,240.0V,8.585kWh,468W,
2026/11/20,5:35PM,197.888kWh,5.969kWh/kW,"2,100W","2,100W",0.063kW/kW,29.9C,240.5V,8.546kWh,468W,
2026/11/20,5:30PM,197.713kWh,5.964kWh/kW,"2,484W","2,484W",0.075kW/kW,29.9C,238.7V,8.507kWh,468W,
2026/11/20,5:25PM,197.506kWh,5.958kWh/kW,"2,796W","2,808W",0.085kW/kW,29.9C,240.0V,8.468kWh,396W,
2026/11/20,5:20PM,197.272kWh,5.951kWh/kW,"3,780W","3,768W",0.114kW/kW,29.9C,244.6V,8.435kWh,420W,
2026/11/20,5:15PM,196.958kWh,5.941kWh/kW,"3,144W","3,144W",0.095kW/kW,30.1C,241.9V,8.400kWh,552W,
2026/11/20,5:10PM,196.696kWh,5.934kWh/kW,"3,252W","3,252W",0.098kW/kW,30.1C,240.8V,8.354kWh,468W,
2026/11/20,5:05PM,196.425kWh,5.925kWh/kW,"13,632W","13,632W",0.411kW/kW,29.6C,243.1V,8.315kWh,480W,
2026/11/20,5:00PM,195.289kWh,5.891kWh/kW,"16,236W","16,236W",0.490kW/kW,29.6C,245.4V,8.275kWh,588W,
2026/11/20,4:55PM,193.936kWh,5.850kWh/kW,"14,604W","14,604W",0.441kW/kW,30.0C,244.3V,8.226kWh,396W,
2026/11/20,4:50PM,192.719kWh,5.814kWh/kW,"13,080W","13,080W",0.395kW/kW,30.0C,244.4V,8.193kWh,696W,
2026/11/20,4:45PM,191.629kWh,5.781kWh/kW,"16,704W","16,704W",0.504kW/kW,30.1C,245.3V,8.135kWh,384W,
2026/11/20,4:40PM,190.237kWh,5.739kWh/kW,"17,316W","17,316W",0.522kW/kW,30.1C,244.9V,8.103kWh,420W,
2026/11/20,4:35PM,188.794kWh,5.695kWh/kW,"17,292W","17,292W",0.522kW/kW,30.0C,244.9V,8.068kWh,636W,
2026/11/20,4:30PM,187.353kWh,5.652kWh/kW,"18,024W","18,024W",0.544kW/kW,30.0C,244.3V,8.015kWh,312W,
2026/11/20,4:25PM,185.851kWh,5.606kWh/kW,"17,376W","17,376W",0.524kW/kW,30.0C,241.5V,7.989kWh,432W,
2026/11/20,4:20PM,184.403kWh,5.563kWh/kW,"14,808W","14,808W",0.447kW/kW,30.0C,242.3V,7.953kWh,216W,
2026/11/20,4:15PM,183.169kWh,5.525kWh/kW,"15,768W","15,768W",0.476kW/kW,30.3C,244.9V,7.935kWh,216W,
2026/11/20,4:10PM,181.855kWh,5.486kWh/kW,"17,652W","17,652W",0.532kW/kW,30.3C,242.8V,7.917kWh,516W,
2026/11/20,4:05PM,180.384kWh,5.441kWh/kW,"18,672W","18,672W",0.563kW/kW,30.3C,243.8V,7.874kWh,144W,
2026/11/20,4:00PM,178.828kWh,5.395kWh/kW,"17,880W","17,868W",0.539kW/kW,30.2C,244.0V,7.862kWh,552W,
2026/11/20,3:55PM,177.339kWh,5.350kWh/kW,"22,740W","22,752W",0.686kW/kW,30.2C,245.6V,7.816kWh,324W,
2026/11/20,3:50PM,175.443kWh,5.292kWh/kW,"17,088W","17,088W",0.515kW/kW,30.5C,246.6V,7.789kWh,336W,
2026/11/20,3:45PM,174.019kWh,5.249kWh/kW,"16,020W","16,020W",0.483kW/kW,30.2C,245.0V,7.761kWh,660W,
2026/11/20,3:40PM,172.684kWh,5.209kWh/kW,"20,160W","20,160W",0.608kW/kW,30.2C,244.9V,7.706kWh,336W,
2026/11/20,3:35PM,171.004kWh,5.158kWh/kW,"23,400W","23,412W",0.706kW/kW,30.4C,246.5V,7.678kWh,648W,
2026/11/20,3:30PM,169.053kWh,5.100kWh/kW,"17,496W","17,484W",0.527kW/kW,30.4C,246.5V,7.624kWh,312W,
