Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2012/11/20,11:55PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.6C,243.1V,15.676kWh,744W,
2012/11/20,11:50PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.6C,243.9V,15.614kWh,600W,
2012/11/20,11:45PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.5C,243.1V,15.564kWh,600W,
2012/11/20,11:40PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.5C,243.3V,15.514kWh,672W,
2012/11/20,11:35PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.5C,242.7V,15.458kWh,576W,
2012/11/20,11:30PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.5C,243.4V,15.410kWh,600W,
2012/11/20,11:25PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.5C,243.3V,15.360kWh,744W,
2012/11/20,11:20PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.6C,242.4V,15.298kWh,960W,
2012/11/20,11:15PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.6C,243.0V,15.218kWh,840W,
2012/11/20,11:10PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.6C,242.7V,15.148kWh,480W,
2012/11/20,11:05PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.6C,242.4V,15.108kWh,528W,
2012/11/20,11:00PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.8C,243.2V,15.064kWh,576W,
2012/11/20,10:55PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.8C,242.4V,15.016kWh,648W,
2012/11/20,10:50PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.8C,242.0V,14.962kWh,744W,
2012/11/20,10:45PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.8C,241.0V,14.900kWh,960W,
2012/11/20,10:40PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.8C,241.9V,14.820kWh,648W,
2012/11/20,10:35PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.8C,242.2V,14.766kWh,648W,
2012/11/20,10:30PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.8C,242.0V,14.712kWh,840W,
2012/11/20,10:25PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.8C,242.2V,14.642kWh,"1,176W",
2012/11/20,10:20PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.0V,14.544kWh,"1,632W",
2012/11/20,10:15PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.5V,14.408kWh,"1,320W",
2012/11/20,10:10PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,241.5V,14.298kWh,"1,056W",
2012/11/20,10:05PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,240.8V,14.210kWh,936W,
2012/11/20,10:00PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.3V,14.132kWh,888W,
2012/11/20,9:55PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.0V,14.058kWh,984W,
2012/11/20,9:50PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.6V,13.976kWh,"1,008W",
2012/11/20,9:45PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.7V,13.892kWh,"1,080W",
2012/11/20,9:40PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,243.0V,13.802kWh,"1,200W",
2012/11/20,9:35PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,242.1V,13.702kWh,"1,152W",
2012/11/20,9:30PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.2V,13.606kWh,"1,104W",
2012/11/20,9:25PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.6V,13.514kWh,"1,080W",
2012/11/20,9:20PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.6V,13.424kWh,"1,080W",
2012/11/20,9:15PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,241.4V,13.334kWh,"1,224W",
2012/11/20,9:10PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,241.7V,13.232kWh,"1,056W",
2012/11/20,9:05PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,241.1V,13.144kWh,"1,080W",
2012/11/20,9:00PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,243.3V,13.054kWh,"1,032W",
2012/11/20,8:55PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,243.3V,12.968kWh,960W,
2012/11/20,8:50PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,242.6V,12.888kWh,936W,
2012/11/20,8:45PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,241.9V,12.810kWh,984W,
2012/11/20,8:40PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.2V,12.728kWh,"1,128W",
2012/11/20,8:35PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.6V,12.634kWh,"1,248W",
2012/11/20,8:30PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,243.1V,12.530kWh,"1,248W",
2012/11/20,8:25PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.4V,12.426kWh,"1,104W",
2012/11/20,8:20PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,15.9C,242.4V,12.334kWh,"2,232W",
2012/11/20,8:15PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,241.2V,12.148kWh,"2,832W",
2012/11/20,8:10PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,242.2V,11.912kWh,"2,928W",
2012/11/20,8:05PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.0C,241.8V,11.668kWh,"1,440W",
2012/11/20,8:00PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.4C,241.7V,11.548kWh,600W,
2012/11/20,7:55PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.4C,241.9V,11.498kWh,576W,
2012/11/20,7:50PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,16.4C,240.9V,11.450kWh,528W,
2012/11/20,7:45PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,17.1C,241.1V,11.406kWh,528W,
2012/11/20,7:40PM,80.976kWh,2.443kWh/kW,0W,0W,0.000kW/kW,17.1C,240.9V,11.362kWh,504W,
2012/11/20,7:35PM,80.976kWh,2.443kWh/kW,24W,24W,0.001kW/kW,17.1C,242.8V,11.320kWh,408W,
2012/11/20,7:30PM,80.974kWh,2.443kWh/kW,168W,168W,0.005kW/kW,17.9C,242.6V,11.286kWh,504W,
2012/11/20,7:25PM,80.960kWh,2.442kWh/kW,252W,252W,0.008kW/kW,17.9C,241.7V,11.244kWh,684W,
2012/11/20,7:20PM,80.939kWh,2.442kWh/kW,156W,156W,0.005kW/kW,17.9C,242.1V,11.187kWh,684W,
2012/11/20,7:15PM,80.926kWh,2.441kWh/kW,84W,84W,0.003kW/kW,18.9C,242.6V,11.130kWh,684W,
2012/11/20,7:10PM,80.919kWh,2.441kWh/kW,24W,36W,0.001kW/kW,18.9C,242.6V,11.073kWh,696W,
2012/11/20,7:05PM,80.916kWh,2.441kWh/kW,12W,12W,0.000kW/kW,19.8C,241.5V,11.015kWh,708W,
2012/11/20,7:00PM,80.915kWh,2.441kWh/kW,144W,144W,0.004kW/kW,19.8C,240.9V,10.956kWh,648W,
2012/11/20,6:55PM,80.903kWh,2.441kWh/kW,372W,372W,0.011kW/kW,19.9C,241.4V,10.902kWh,444W,
2012/11/20,6:50PM,80.872kWh,2.440kWh/kW,336W,336W,0.010kW/kW,20.3C,242.0V,10.865kWh,432W,
2012/11/20,6:45PM,80.844kWh,2.439kWh/kW,432W,420W,0.013kW/kW,20.3C,245.8V,10.829kWh,552W,
2012/11/20,6:40PM,80.809kWh,2.438kWh/kW,"1,212W","1,212W",0.037kW/kW,20.3C,241.5V,10.783kWh,540W,
2012/11/20,6:35PM,80.708kWh,2.435kWh/kW,"1,464W","1,464W",0.044kW/kW,20.3C,240.9V,10.738kWh,552W,
2012/11/20,6:30PM,80.586kWh,2.431kWh/kW,"1,176W","1,188W",0.036kW/kW,20.5C,241.7V,10.692kWh,552W,
2012/11/20,6:25PM,80.487kWh,2.428kWh/kW,"1,164W","1,164W",0.035kW/kW,20.5C,241.6V,10.646kWh,684W,
2012/11/20,6:20PM,80.390kWh,2.425kWh/kW,"1,884W","1,884W",0.057kW/kW,20.4C,241.4V,10.589kWh,684W,
2012/11/20,6:15PM,80.233kWh,2.420kWh/kW,"1,896W","1,896W",0.057kW/kW,20.5C,242.1V,10.532kWh,744W,
2012/11/20,6:10PM,80.075kWh,2.416kWh/kW,672W,660W,0.020kW/kW,20.5C,240.8V,10.470kWh,552W,
2012/11/20,6:05PM,80.020kWh,2.414kWh/kW,636W,636W,0.019kW/kW,20.7C,245.0V,10.424kWh,564W,
2012/11/20,6:00PM,79.967kWh,2.412kWh/kW,936W,936W,0.028kW/kW,20.7C,243.9V,10.377kWh,552W,
2012/11/20,5:55PM,79.889kWh,2.410kWh/kW,"2,040W","2,028W",0.061kW/kW,20.7C,243.3V,10.331kWh,648W,
2012/11/20,5:50PM,79.720kWh,2.405kWh/kW,"3,516W","3,516W",0.106kW/kW,20.4C,244.3V,10.277kWh,444W,
2012/11/20,5:45PM,79.427kWh,2.396kWh/kW,"4,308W","4,308W",0.130kW/kW,20.4C,244.6V,10.240kWh,420W,
2012/11/20,5:40PM,79.068kWh,2.385kWh/kW,"3,936W","3,936W",0.119kW/kW,20.5C,244.2V,10.205kWh,480W,
2012/11/20,5:35PM,78.740kWh,2.375kWh/kW,"3,480W","3,480W",0.105kW/kW,20.5C,245.1V,10.165kWh,408W,
2012/11/20,5:30PM,78.450kWh,2.367kWh/kW,"3,120W","3,132W",0.094kW/kW,20.5C,241.0V,10.131kWh,528W,
2012/11/20,5:25PM,78.189kWh,2.359kWh/kW,"2,496W","2,496W",0.075kW/kW,20.5C,240.9V,10.087kWh,432W,
2012/11/20,5:20PM,77.981kWh,2.352kWh/kW,"2,088W","2,088W",0.063kW/kW,20.5C,244.4V,10.051kWh,456W,
2012/11/20,5:15PM,77.807kWh,2.347kWh/kW,"2,052W","2,052W",0.062kW/kW,20.3C,243.6V,10.013kWh,516W,
2012/11/20,5:10PM,77.636kWh,2.342kWh/kW,"2,184W","2,184W",0.066kW/kW,20.3C,240.1V,9.970kWh,552W,
2012/11/20,5:05PM,77.454kWh,2.336kWh/kW,"3,144W","3,144W",0.095kW/kW,20.1C,240.3V,9.924kWh,600W,
2012/11/20,5:00PM,77.192kWh,2.329kWh/kW,"2,184W","2,172W",0.066kW/kW,20.1C,241.4V,9.874kWh,648W,
2012/11/20,4:55PM,77.011kWh,2.323kWh/kW,"2,100W","2,112W",0.064kW/kW,20.1C,240.5V,9.820kWh,564W,
2012/11/20,4:50PM,76.835kWh,2.318kWh/kW,"2,028W","2,028W",0.061kW/kW,20.1C,240.5V,9.773kWh,588W,
2012/11/20,4:45PM,76.666kWh,2.313kWh/kW,"1,428W","1,428W",0.043kW/kW,20.2C,239.2V,9.724kWh,420W,
2012/11/20,4:40PM,76.547kWh,2.309kWh/kW,"2,532W","2,520W",0.076kW/kW,20.0C,239.8V,9.689kWh,468W,
2012/11/20,4:35PM,76.337kWh,2.303kWh/kW,"5,436W","5,448W",0.164kW/kW,20.0C,241.5V,9.650kWh,396W,
2012/11/20,4:30PM,75.883kWh,2.289kWh/kW,"13,428W","13,428W",0.405kW/kW,20.1C,243.1V,9.617kWh,180W,
2012/11/20,4:25PM,74.764kWh,2.255kWh/kW,"4,932W","4,920W",0.148kW/kW,19.9C,243.3V,9.602kWh,372W,
2012/11/20,4:20PM,74.354kWh,2.243kWh/kW,"5,700W","5,700W",0.172kW/kW,19.9C,240.8V,9.571kWh,324W,
2012/11/20,4:15PM,73.879kWh,2.229kWh/kW,"9,156W","9,144W",0.276kW/kW,19.9C,243.1V,9.544kWh,612W,
2012/11/20,4:10PM,73.117kWh,2.206kWh/kW,"8,100W","8,100W",0.244kW/kW,19.8C,242.2V,9.493kWh,468W,
2012/11/20,4:05PM,72.442kWh,2.185kWh/kW,"9,828W","9,828W",0.296kW/kW,19.6C,244.0V,9.454kWh,420W,
