Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2001/12/20,11:55PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,21.0C,243.3V,31.674kWh,528W,
2001/12/20,11:50PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,21.0C,243.4V,31.630kWh,576W,
2001/12/20,11:45PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,21.0C,243.5V,31.582kWh,504W,
2001/12/20,11:40PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,20.2C,241.7V,31.540kWh,576W,
2001/12/20,11:35PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,20.2C,242.1V,31.492kWh,696W,
2001/12/20,11:30PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,20.6C,243.2V,31.434kWh,648W,
2001/12/20,11:25PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,20.6C,244.1V,31.380kWh,720W,
2001/12/20,11:20PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,20.6C,244.4V,31.320kWh,744W,
2001/12/20,11:15PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,20.7C,243.9V,31.258kWh,720W,
2001/12/20,11:10PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,20.7C,243.4V,31.198kWh,744W,
2001/12/20,11:05PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,20.7C,243.4V,31.136kWh,696W,
2001/12/20,11:00PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,20.7C,241.8V,31.078kWh,720W,
2001/12/20,10:55PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,21.1C,241.5V,31.018kWh,744W,
2001/12/20,10:50PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,21.1C,241.2V,30.956kWh,600W,
2001/12/20,10:45PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,22.0C,240.9V,30.906kWh,552W,
2001/12/20,10:40PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,22.0C,238.8V,30.860kWh,552W,
2001/12/20,10:35PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,22.0C,239.1V,30.814kWh,528W,
2001/12/20,10:30PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,21.5C,238.8V,30.770kWh,576W,
2001/12/20,10:25PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,21.5C,240.6V,30.722kWh,696W,
2001/12/20,10:20PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,22.5C,242.0V,30.664kWh,960W,
2001/12/20,10:15PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,22.5C,242.0V,30.584kWh,984W,
2001/12/20,10:10PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,22.5C,241.0V,30.502kWh,"1,176W",
2001/12/20,10:05PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,22.5C,241.4V,30.404kWh,"1,248W",
2001/12/20,10:00PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,22.6C,239.1V,30.300kWh,"2,496W",
2001/12/20,9:55PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,22.6C,241.7V,30.092kWh,"1,680W",
2001/12/20,9:50PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,23.1C,241.3V,29.952kWh,"2,160W",
2001/12/20,9:45PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,23.1C,241.7V,29.772kWh,"1,992W",
2001/12/20,9:40PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,24.0C,243.2V,29.606kWh,"2,184W",
2001/12/20,9:35PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,24.0C,242.7V,29.424kWh,"3,096W",
2001/12/20,9:30PM,207.937kWh,6.273kWh/kW,0W,0W,0.000kW/kW,23.2C,242.0V,29.166kWh,"2,616W",
